,ID,Candidate,Constituency ∇,Party,Criminal Case,Total Assets,Liabilities,state,Education
861,1361,sdv-pii-yqg3n,sdv-pii-z68da,BJP,3,55 Lac+,6 Crore+,Indiana,Post Graduate
862,1362,sdv-pii-en1er,sdv-pii-b8k4t,BJP,13,28 Crore+,8 Lac+,Washington,Post Graduate
863,1363,sdv-pii-5esi3,sdv-pii-2nm1v,INC,0,17 Crore+,0,Wisconsin,Graduate Professional
864,1364,sdv-pii-d7zv9,sdv-pii-7f1xo,YSRCP,0,99 Lac+,17 Lac+,Utah,Post Graduate
865,1365,sdv-pii-tg0c6,sdv-pii-57lkd,BJP,0,0,82 Thou+,Hawaii,Graduate
866,1366,sdv-pii-8bkod,sdv-pii-jwxjz,BJP,1,7 Crore+,13 Crore+,South Dakota,Post Graduate
867,1367,sdv-pii-h2mbd,sdv-pii-39ujz,JD(U),2,3 Crore+,35 Lac+,New York,Doctorate
868,1368,sdv-pii-gauvi,sdv-pii-yhviy,YSRCP,1,62 Crore+,13 Lac+,Georgia,Graduate
869,1369,sdv-pii-f0y3b,sdv-pii-g1esa,BJP,0,1 Crore+,14 Lac+,New York,Post Graduate
870,1370,sdv-pii-cr1k4,sdv-pii-0lr1l,BJP,0,0,0,Iowa,Graduate
871,1371,sdv-pii-b6h3q,sdv-pii-whp97,CPI(M),0,0,2 Crore+,Hawaii,Graduate
872,1372,sdv-pii-sfme1,sdv-pii-wjy7y,BJP,1,293 Crore+,20 Lac+,Tennessee,Graduate
873,1373,sdv-pii-wrwns,sdv-pii-485f0,BJP,9,32 Crore+,0,Arkansas,Post Graduate
874,1374,sdv-pii-eifao,sdv-pii-ov9wf,BJP,3,0,10 Lac+,Connecticut,Graduate
875,1375,sdv-pii-ei4av,sdv-pii-lonzu,BJP,0,34 Crore+,79 Lac+,Wyoming,Post Graduate
876,1376,sdv-pii-30tdo,sdv-pii-uezgt,AIADMK,0,2 Crore+,33 Lac+,Utah,Graduate
877,1377,sdv-pii-tnhu5,sdv-pii-h94jn,NPP,2,3 Crore+,8 Lac+,West Virginia,Graduate Professional
878,1378,sdv-pii-bqa98,sdv-pii-pm11s,SP,3,2 Crore+,0,Illinois,Post Graduate
879,1379,sdv-pii-2lmy1,sdv-pii-2rqhk,Tipra Motha Party,0,7 Crore+,19 Lac+,Kentucky,Post Graduate
880,1380,sdv-pii-vxs3n,sdv-pii-1skgr,TDP,2,9 Crore+,7 Crore+,Rhode Island,12th Pass
881,1381,sdv-pii-unyg8,sdv-pii-5t913,BJP,3,2 Crore+,0,Oregon,12th Pass
882,1382,sdv-pii-9vuij,sdv-pii-8csvc,INC,9,99 Lac+,52 Lac+,Indiana,Graduate
883,1383,sdv-pii-yxj4m,sdv-pii-8rz9s,BJP,1,22 Lac+,90 Thou+,Tennessee,Post Graduate
884,1384,sdv-pii-0e8bt,sdv-pii-wnmdd,BJP,1,0,3 Crore+,Maine,10th Pass
885,1385,sdv-pii-bvxnz,sdv-pii-escva,BJP,0,19 Lac+,17 Crore+,Indiana,Graduate
886,1386,sdv-pii-haldp,sdv-pii-6je47,AITC,0,4 Crore+,0,Indiana,Post Graduate
887,1387,sdv-pii-twu1a,sdv-pii-01xsx,NPP,2,7 Crore+,7 Lac+,Maine,Others
888,1388,sdv-pii-hm4pd,sdv-pii-1cugj,CPI(M),2,4 Crore+,2 Crore+,Louisiana,Graduate Professional
889,1389,sdv-pii-9fzuy,sdv-pii-ztbb5,BJP,2,0,0,Mississippi,12th Pass
890,1390,sdv-pii-mok98,sdv-pii-yey6b,CPI(M),1,0,85 Lac+,Iowa,8th Pass
891,1391,sdv-pii-ohwvd,sdv-pii-yygb7,SHS,5,63 Crore+,2 Crore+,Kansas,Graduate
892,1392,sdv-pii-bzh16,sdv-pii-c47zn,BJD,1,1 Crore+,0,West Virginia,Graduate
893,1393,sdv-pii-4rc5j,sdv-pii-kbnw6,INC,2,36 Lac+,16 Lac+,California,Others
894,1394,sdv-pii-gj5q1,sdv-pii-04z9z,AAP,3,36 Lac+,7 Crore+,Wyoming,Post Graduate
895,1395,sdv-pii-xza35,sdv-pii-bcn2z,AITC,2,19 Crore+,60 Thou+,Connecticut,Graduate
896,1396,sdv-pii-5rr59,sdv-pii-wwu2r,Sikkim Krantikari Morcha,0,45 Lac+,74 Lac+,Iowa,Post Graduate
897,1397,sdv-pii-fw9k2,sdv-pii-uvmdn,BJP,0,11 Crore+,80 Lac+,Rhode Island,Doctorate
898,1398,sdv-pii-z0174,sdv-pii-ticch,BJP,0,3 Crore+,0,Florida,Post Graduate
899,1399,sdv-pii-e54hw,sdv-pii-vj1ve,BJP,0,12 Crore+,4 Lac+,Illinois,12th Pass
900,1400,sdv-pii-zzt3m,sdv-pii-i7f0l,BJP,3,0,21 Crore+,Connecticut,Graduate
901,1401,sdv-pii-rh7ce,sdv-pii-1j9y3,BJP,1,1 Crore+,11 Lac+,Massachusetts,12th Pass
902,1402,sdv-pii-np0ix,sdv-pii-2eadn,BJP,1,4 Crore+,6 Crore+,Iowa,Others
903,1403,sdv-pii-il3av,sdv-pii-0pcma,BJP,2,2 Crore+,0,New Mexico,Doctorate
904,1404,sdv-pii-b12px,sdv-pii-oq5ws,BJP,1,36 Lac+,12 Lac+,Maryland,Post Graduate
905,1405,sdv-pii-ay759,sdv-pii-f273o,BJP,1,72 Lac+,25 Lac+,New Hampshire,Post Graduate
906,1406,sdv-pii-krz8g,sdv-pii-p3l60,BJP,0,12 Crore+,93 Lac+,Connecticut,Post Graduate
907,1407,sdv-pii-cty51,sdv-pii-qat0l,BJP,0,80 Lac+,33 Crore+,Vermont,Post Graduate
908,1408,sdv-pii-n7jld,sdv-pii-9ciew,INC,4,64 Crore+,0,Alaska,Graduate Professional
909,1409,sdv-pii-9wbmu,sdv-pii-72mmx,BJP,2,19 Lac+,4 Crore+,New York,Graduate
910,1410,sdv-pii-q33pu,sdv-pii-y4pza,BJD,0,0,18 Lac+,Kentucky,12th Pass
911,1411,sdv-pii-6zcjs,sdv-pii-odkec,BJP,5,0,3 Crore+,South Dakota,12th Pass
912,1412,sdv-pii-v8z6k,sdv-pii-q9u5i,SHS,3,0,13 Crore+,Iowa,Post Graduate
913,1413,sdv-pii-1rzea,sdv-pii-uneoh,SP,0,3 Crore+,38 Lac+,Kentucky,Graduate
914,1414,sdv-pii-cjt29,sdv-pii-zuo08,IND,1,19 Lac+,1 Crore+,Massachusetts,12th Pass
915,1415,sdv-pii-qif1j,sdv-pii-s9u2w,IND,0,0,6 Lac+,New Jersey,Graduate Professional
916,1416,sdv-pii-4mkif,sdv-pii-sthm5,BJP,0,29 Lac+,40 Lac+,Wyoming,Graduate
917,1417,sdv-pii-pew6h,sdv-pii-aetdj,AITC,2,0,0,Colorado,Graduate
918,1418,sdv-pii-cscxq,sdv-pii-ahxnh,BJP,3,4 Lac+,15 Lac+,Kentucky,Post Graduate
919,1419,sdv-pii-498b9,sdv-pii-l6sw7,BJP,1,2 Crore+,23 Lac+,Kansas,Post Graduate
920,1420,sdv-pii-onjt4,sdv-pii-vjr81,JD(U),1,92 Lac+,10 Lac+,Indiana,Post Graduate
921,1421,sdv-pii-0bhq5,sdv-pii-jwx0c,AITC,1,10 Lac+,1 Crore+,Nebraska,Post Graduate
922,1422,sdv-pii-nsiqw,sdv-pii-ekk11,BJP,0,62 Crore+,18 Crore+,Louisiana,Graduate
923,1423,sdv-pii-jksgu,sdv-pii-oqcv3,BJD,0,39 Crore+,18 Lac+,Ohio,Post Graduate
924,1424,sdv-pii-ju5j3,sdv-pii-jxopt,SHS,2,2 Crore+,0,Louisiana,10th Pass
925,1425,sdv-pii-io51d,sdv-pii-wxn7a,Tipra Motha Party,2,8 Crore+,0,New York,Graduate
926,1426,sdv-pii-e4vof,sdv-pii-rgf91,TDP,0,0,1 Crore+,Oklahoma,12th Pass
927,1427,sdv-pii-wmoaz,sdv-pii-umqyu,BJP,0,7 Crore+,0,Ohio,12th Pass
928,1428,sdv-pii-zv3cq,sdv-pii-pwfdz,YSRCP,0,15 Crore+,7 Lac+,Pennsylvania,12th Pass
929,1429,sdv-pii-xxori,sdv-pii-lskrv,BJP,3,4 Crore+,0,Mississippi,Others
930,1430,sdv-pii-infrx,sdv-pii-zgfb6,YSRCP,1,63 Lac+,13 Lac+,Kansas,8th Pass
931,1431,sdv-pii-aiif1,sdv-pii-ayw1i,CPI(M),0,1 Lac+,89 Lac+,Mississippi,Graduate
932,1432,sdv-pii-hgcej,sdv-pii-oryhe,BJP,0,2 Crore+,98 Lac+,Nebraska,Post Graduate
933,1433,sdv-pii-4dt5b,sdv-pii-dvhef,BJP,0,10 Crore+,2 Crore+,Kansas,12th Pass
934,1434,sdv-pii-xshss,sdv-pii-hr4fl,BJP,0,61 Lac+,14 Lac+,Illinois,Graduate
935,1435,sdv-pii-5omfs,sdv-pii-cjc32,BJP,1,71 Lac+,1 Crore+,Oregon,Post Graduate
936,1436,sdv-pii-09uze,sdv-pii-r3oo7,BJP,1,60 Lac+,61 Lac+,Utah,Graduate
937,1437,sdv-pii-jjkm3,sdv-pii-cuw5o,BJP,1,11 Crore+,3 Lac+,Oklahoma,Post Graduate
938,1438,sdv-pii-b60s5,sdv-pii-m3pmy,BJP,1,10 Crore+,9 Lac+,Tennessee,10th Pass
939,1439,sdv-pii-crn2k,sdv-pii-ljlz3,Tipra Motha Party,0,8 Crore+,37 Lac+,Georgia,10th Pass
940,1440,sdv-pii-ijp00,sdv-pii-qkc5g,INC,3,43 Lac+,26 Crore+,Arkansas,Graduate Professional
941,1441,sdv-pii-4ydxa,sdv-pii-a7pg2,INC,3,12 Lac+,50 Thou+,California,8th Pass
942,1442,sdv-pii-n5wmm,sdv-pii-dy86a,BJP,3,44 Crore+,9 Lac+,Missouri,Graduate Professional
943,1443,sdv-pii-swpo0,sdv-pii-q858s,BJP,2,96 Lac+,42 Lac+,Illinois,Graduate
944,1444,sdv-pii-s1zr6,sdv-pii-59q52,BJP,0,61 Crore+,0,Nevada,Graduate
945,1445,sdv-pii-p5zfs,sdv-pii-f8cne,BJP,1,3 Crore+,10 Lac+,Nevada,Post Graduate
946,1446,sdv-pii-9swda,sdv-pii-jjox4,BJD,1,2 Crore+,0,Maine,Post Graduate
947,1447,sdv-pii-5w8lv,sdv-pii-dny4k,BJP,0,3 Crore+,5 Lac+,Rhode Island,Graduate
948,1448,sdv-pii-ed0ke,sdv-pii-c4ccl,DMK,1,34 Crore+,1 Lac+,Arkansas,8th Pass
949,1449,sdv-pii-jm2f4,sdv-pii-y5huc,BJP,0,47 Lac+,6 Lac+,West Virginia,Post Graduate
950,1450,sdv-pii-8d9b7,sdv-pii-69kbh,CPI(M),2,3 Crore+,2 Crore+,California,Doctorate
951,1451,sdv-pii-89apw,sdv-pii-oixcv,BJP,2,57 Lac+,36 Crore+,Illinois,8th Pass
952,1452,sdv-pii-teaqb,sdv-pii-38llv,BJP,0,44 Crore+,24 Crore+,New Hampshire,12th Pass
953,1453,sdv-pii-7dxkf,sdv-pii-06fr7,BJP,0,5 Crore+,20 Lac+,Nevada,Post Graduate
954,1454,sdv-pii-07baf,sdv-pii-jds3d,INC,0,50 Lac+,0,North Dakota,Doctorate
955,1455,sdv-pii-lqpsz,sdv-pii-ldyu8,AAP,0,44 Crore+,10 Crore+,North Dakota,Graduate
956,1456,sdv-pii-r45rn,sdv-pii-7rmbo,BJP,2,0,0,Oklahoma,8th Pass
957,1457,sdv-pii-ztcuv,sdv-pii-qjt7s,RJD,2,56 Lac+,0,Tennessee,Post Graduate
958,1458,sdv-pii-1lw73,sdv-pii-z7brj,BJP,0,14 Crore+,4 Lac+,Pennsylvania,Graduate Professional
959,1459,sdv-pii-kfbta,sdv-pii-29qwd,BJP,0,0,76 Lac+,Nebraska,Graduate
960,1460,sdv-pii-cqgfk,sdv-pii-z4iyn,AITC,16,63 Crore+,15 Lac+,Missouri,Post Graduate
961,1461,sdv-pii-our7h,sdv-pii-nqhaw,NDPP,0,2 Crore+,13 Lac+,Oklahoma,Post Graduate
962,1462,sdv-pii-9bmab,sdv-pii-13bl2,BJP,2,1 Crore+,23 Lac+,Maine,Post Graduate
963,1463,sdv-pii-itcz2,sdv-pii-qwifv,INC,1,10 Crore+,51 Lac+,Ohio,Post Graduate
964,1464,sdv-pii-vhdwq,sdv-pii-8z1wh,IND,3,28 Lac+,0,Colorado,Post Graduate
965,1465,sdv-pii-qqx9h,sdv-pii-056ue,BJP,2,296 Crore+,2 Crore+,West Virginia,Graduate Professional
966,1466,sdv-pii-154vb,sdv-pii-xxayi,TDP,8,0,12 Crore+,South Dakota,12th Pass
967,1467,sdv-pii-c3nf1,sdv-pii-wveg4,AIADMK,0,67 Crore+,0,Minnesota,12th Pass
968,1468,sdv-pii-4y352,sdv-pii-bp7eb,BJP,4,1 Crore+,60 Thou+,Mississippi,Post Graduate
969,1469,sdv-pii-2zh12,sdv-pii-7q42a,BJP,0,45 Lac+,20 Lac+,Tennessee,Post Graduate
970,1470,sdv-pii-k7a2t,sdv-pii-jg8a6,INC,0,64 Lac+,18 Lac+,New Jersey,12th Pass
971,1471,sdv-pii-kqkrz,sdv-pii-jo7gq,BJP,19,312 Crore+,77 Lac+,Wisconsin,Graduate
972,1472,sdv-pii-77keu,sdv-pii-k9qdp,BJP,3,20 Crore+,28 Crore+,Rhode Island,Post Graduate
973,1473,sdv-pii-of8nr,sdv-pii-ukkxz,BJP,4,2 Crore+,0,Nebraska,Post Graduate
974,1474,sdv-pii-5tvk9,sdv-pii-a1y8q,BJP,0,9 Crore+,91 Lac+,Missouri,Post Graduate
975,1475,sdv-pii-qn92b,sdv-pii-86bj4,AAP,1,4 Crore+,0,Mississippi,Post Graduate
976,1476,sdv-pii-eog2w,sdv-pii-1d2vt,BJD,3,9 Crore+,2 Crore+,New Mexico,Graduate
977,1477,sdv-pii-egt12,sdv-pii-t2qtk,AIADMK,0,26 Lac+,0,Vermont,10th Pass
978,1478,sdv-pii-7mfmh,sdv-pii-9fcuq,BJP,1,1 Crore+,1 Crore+,Kentucky,8th Pass
979,1479,sdv-pii-gm2o5,sdv-pii-qcl7m,INC,0,0,43 Lac+,Iowa,Graduate
980,1480,sdv-pii-gjmrf,sdv-pii-vygbf,BJD,5,88 Lac+,4 Lac+,Delaware,Graduate
981,1481,sdv-pii-oq842,sdv-pii-0htfe,AITC,4,63 Crore+,0,New Mexico,Post Graduate
982,1482,sdv-pii-dtbbg,sdv-pii-q0vq5,JD(U),0,0,17 Lac+,Massachusetts,12th Pass
983,1483,sdv-pii-uub4f,sdv-pii-p8pfn,RJD,0,0,6 Crore+,New Mexico,Post Graduate
984,1484,sdv-pii-llg62,sdv-pii-oq5e8,BJP,5,0,0,Mississippi,Literate
985,1485,sdv-pii-1bdbk,sdv-pii-p1f39,CPI(M),2,4 Crore+,33 Lac+,Virginia,10th Pass
986,1486,sdv-pii-w9vmy,sdv-pii-w94um,BJP,0,3 Crore+,27 Lac+,Oregon,Graduate Professional
987,1487,sdv-pii-kox31,sdv-pii-6b67m,BJP,0,500 Crore+,28 Crore+,Arkansas,Post Graduate
988,1488,sdv-pii-zx1em,sdv-pii-vcjon,BJP,8,38 Lac+,4 Crore+,Idaho,Post Graduate
989,1489,sdv-pii-ok2en,sdv-pii-34a1n,BJP,2,3 Crore+,1 Lac+,Minnesota,12th Pass
990,1490,sdv-pii-a33y4,sdv-pii-imbdy,BJP,0,3 Crore+,0,Indiana,Graduate
991,1491,sdv-pii-16ekp,sdv-pii-3f7dy,BJD,2,183 Crore+,12 Lac+,South Carolina,10th Pass
992,1492,sdv-pii-p8e7r,sdv-pii-3epdu,BJP,3,18 Crore+,3 Lac+,West Virginia,Post Graduate
993,1493,sdv-pii-myebl,sdv-pii-ye3fm,BJP,1,2 Crore+,1 Crore+,Connecticut,12th Pass
994,1494,sdv-pii-knf8h,sdv-pii-lkrp2,BJP,8,63 Lac+,1 Crore+,Massachusetts,10th Pass
995,1495,sdv-pii-kj1je,sdv-pii-39fv7,BJP,2,2 Crore+,90 Thou+,Kansas,Graduate
996,1496,sdv-pii-zq844,sdv-pii-hzc95,AAP,0,7 Crore+,4 Crore+,Illinois,Post Graduate
997,1497,sdv-pii-6vzp5,sdv-pii-ec8nq,JD(U),0,10 Crore+,8 Lac+,North Carolina,10th Pass
998,1498,sdv-pii-vbeer,sdv-pii-3aqqm,JD(S),0,50 Lac+,32 Lac+,California,Post Graduate
999,1499,sdv-pii-gyk6h,sdv-pii-wc5jv,BJP,0,11 Crore+,6 Crore+,New York,12th Pass
1000,0,M.K. Mohan,ANNA NAGAR,DMK,4,211 Crore+,2 Crore+,TAMIL NADU,8th Pass
1001,1,Khatik Ramesh Prasad,KARERA (SC),BJP,0,1 Crore+,0,MADHYA PRADESH,12th Pass
1002,2,Dr. Mantar Gowda,MADIKERI,INC,0,7 Crore+,22 Lac+,KARNATAKA,Post Graduate
1003,3,Kundan Kumar,BEGUSARAI,BJP,0,9 Crore+,24 Lac+,BIHAR,Post Graduate
1004,4,Swapan Majumder,BANGAON DAKSHIN (SC),BJP,2,2 Crore+,61 Lac+,WEST BENGAL,8th Pass
1005,5,Arup Roy,HOWRAH MADHYA,AITC,0,3 Crore+,29 Lac+,WEST BENGAL,Graduate Professional
1006,6,Baby Rani Maurya,AGRA RURAL (SC),BJP,0,2 Crore+,0,UTTAR PRADESH,Post Graduate
1007,7,Neena Mittal,RAJPURA,AAP,1,9 Crore+,2 Crore+,PUNJAB,Graduate
1008,8,Fareed Mahfooz Kidwai,RAM NAGAR,SP,1,5 Crore+,35 Lac+,UTTAR PRADESH,Post Graduate
1009,9,Atul Moreshwar Save,AURANGBAD (EAST),BJP,6,22 Crore+,2 Crore+,MAHARASHTRA,Graduate
1010,10,Anandamay Barman,MATIGARA-NAXALBARI (SC),BJP,1,0,10 Lac+,WEST BENGAL,Post Graduate
1011,11,Sanatan Bijuli,BADASAHI,BJP,2,1 Crore+,0,ODISHA,Graduate
1012,12,Inder Dutt Lakhanpal,BARSAR,INC,1,7 Crore+,2 Crore+,HIMACHAL PRADESH,Graduate
1013,13,Subhash Ramchandrarao Dhote,RAJURA,INC,3,3 Crore+,1 Lac+,MAHARASHTRA,Graduate
1014,14,Ravendra Pal Singh,CHHARRA,BJP,0,8 Crore+,0,UTTAR PRADESH,10th Pass
1015,15,Jogaranjan Halder,KULPI,AITC,0,1 Crore+,1 Lac+,WEST BENGAL,Graduate Professional
1016,16,Prestone Tynsong,PYNURSLA (ST),NPP,0,12 Crore+,0,MEGHALAYA,Graduate
1017,17,Naveen Patnaik,HINJILI,BJD,0,63 Crore+,15 Lac+,ODISHA,Graduate
1018,18,Kovoor Kunjumon,KUNNATHUR,IND,1,11 Lac+,0,KERALA,10th Pass
1019,19,Dulal Murmu,NAYAGRAM (ST),AITC,0,1 Crore+,0,WEST BENGAL,Post Graduate
1020,20,Saroj Kumar Meher,PATNAGARH,BJD,0,31 Crore+,10 Lac+,ODISHA,12th Pass
1021,21,Rajan Prabhakar Salvi,RAJAPUR,SHS,1,0,73 Lac+,MAHARASHTRA,Graduate
1022,22,Bishnu Charan Sethi,DHAMNAGAR,BJP,4,60 Lac+,5 Lac+,ODISHA,Post Graduate
1023,23,Chakramani Kanhar,BALIGUDA,BJD,1,0,6 Lac+,ODISHA,12th Pass
1024,24,Bharat Bhushan Batra,ROHTAK,INC,0,11 Crore+,1 Crore+,HARYANA,Graduate Professional
1025,25,Chowdhury Siddiqullah,MONTESWAR,AITC,0,1 Crore+,4 Lac+,WEST BENGAL,Post Graduate
1026,26,Sanjay Kumar Gupta,BELSAND,RJD,5,5 Crore+,42 Lac+,BIHAR,12th Pass
1027,27,V.Muthuraja,PUDUKKOTTAI,DMK,0,9 Crore+,4 Crore+,TAMIL NADU,Graduate Professional
1028,28,Pranab Kumar Balabantaray,DHARMASALA,BJD,0,17 Crore+,1 Crore+,ODISHA,Graduate
1029,29,Ganga Sajjan Singh Uikey,GHORADONGRI (ST),BJP,0,3 Crore+,4 Lac+,MADHYA PRADESH,Graduate
1030,30,Anil Kumar Bajpai,GANDHI NAGAR,BJP,1,18 Lac+,3 Lac+,DELHI,Graduate
1031,31,Anantha Venkatarami Reddy,ANANTAPUR URBAN,YSRCP,0,8 Crore+,18 Lac+,ANDHRA PRADESH,Post Graduate
1032,32,Hemant Vijay Khandelwal,BETUL,BJP,0,41 Crore+,17 Crore+,MADHYA PRADESH,Graduate Professional
1033,33,Thounaojam Basanta Kumar Singh,NAMBOL,BJP,0,4 Crore+,39 Lac+,MANIPUR,Post Graduate
1034,34,Jai Ram Thakur,SERAJ,BJP,0,6 Crore+,26 Lac+,HIMACHAL PRADESH,Graduate
1035,35,Ramkesh Nishad,TINDWARI,BJP,1,95 Lac+,0,UTTAR PRADESH,Graduate Professional
1036,36,Palaniswami K,EDAPPADI,AIADMK,0,6 Crore+,29 Lac+,TAMIL NADU,Graduate
1037,37,Kanwarlal,ANTA,BJP,5,6 Crore+,4 Crore+,RAJASTHAN,Others
1038,38,V.D. Satheesan,PARAVUR,INC,7,6 Crore+,0,KERALA,Graduate Professional
1039,39,Adv. Yashomati Chandrakant Thakur,TEOSA,INC,10,9 Crore+,8 Lac+,MAHARASHTRA,Graduate Professional
1040,40,Yogesh Dhama,BAGHPAT,BJP,3,21 Crore+,2 Crore+,UTTAR PRADESH,Graduate
1041,41,Mane Srinivas,HANGAL,INC,0,10 Crore+,3 Crore+,KARNATAKA,Graduate
1042,42,Sakkarapani R,ODDANCHATRAM,DMK,6,9 Crore+,7 Crore+,TAMIL NADU,Graduate
1043,43,Dinakar Keshav Shetty,KUMTA,BJP,0,4 Crore+,9 Lac+,KARNATAKA,12th Pass
1044,44,Brij Bhushan Rajput,CHARKHARI,BJP,5,19 Crore+,9 Lac+,UTTAR PRADESH,Graduate
1045,45,Nandita Gorlosa,HAFLONG (ST),BJP,0,5 Lac+,0,ASSAM,Post Graduate
1046,46,Tapas Roy,BARANAGAR,AITC,0,3 Crore+,28 Lac+,WEST BENGAL,Graduate Professional
1047,47,Chowna Mein,CHOWKHAM,BJP,0,64 Crore+,8 Lac+,ARUNACHAL PRADESH,Graduate
1048,48,Umashankar Akela,BARHI,INC,5,50 Lac+,0,JHARKHAND,Graduate
1049,49,Alpesh Khodaji Thakor,GANDHINAGAR SOUTH,BJP,6,3 Crore+,14 Lac+,GUJARAT,12th Pass
1050,50,Ramu Das,PRATAPGARH (SC),CPI(M),0,8 Lac+,0,TRIPURA,Post Graduate
1051,51,Heikham Dingo Singh,SEKMAI (SC),BJP,0,1 Crore+,37 Lac+,MANIPUR,Graduate
1052,52,Kishore Chandra Naik,KUCHINDA,BJD,4,57 Lac+,10 Lac+,ODISHA,Post Graduate
1053,53,Akhilesh,MUBARAKPUR,SP,3,16 Lac+,0,UTTAR PRADESH,12th Pass
1054,54,Bhairon Singh (Bapu),SUSNER,INC,2,5 Crore+,47 Lac+,MADHYA PRADESH,10th Pass
1055,55,Jai Parkash Dalal,LOHARU,BJP,0,0,6 Crore+,HARYANA,Graduate
1056,56,Buggana Rajendranath,DHONE,YSRCP,2,7 Crore+,23 Lac+,ANDHRA PRADESH,Graduate Professional
1057,57,Mukesh Kumar Yadav,BAJPATTI,RJD,2,2 Crore+,1 Lac+,BIHAR,Graduate
1058,58,Vinod Narayan Jha,BENIPATTI,BJP,1,2 Crore+,3 Lac+,BIHAR,Graduate
1059,59,Alaka Mohanty,BRAJARAJNAGAR : BYE ELECTION ON 31-05-2022,BJD,0,10 Crore+,90 Lac+,ODISHA,Graduate
1060,60,Promod Borthakur,BISWANATH,BJP,0,90 Lac+,7 Lac+,ASSAM,Post Graduate
1061,61,Janak Ram Dhruw,BINDRANAWAGARH (ST),INC,0,1 Crore+,7 Lac+,CHHATTISGARH,Post Graduate
1062,62,Abhijit Sinha (Rana),LABPUR,AITC,0,1 Crore+,0,WEST BENGAL,Post Graduate
1063,63,Shaila Rani Rawat,KEDARNATH,BJP,0,3 Crore+,0,UTTARAKHAND,Post Graduate
1064,64,Hardev Singh Laddi,SHAHKOT,INC,0,17 Crore+,3 Crore+,PUNJAB,10th Pass
1065,65,Bhagirathi Sethy,ANANDAPUR,BJD,5,37 Lac+,0,ODISHA,10th Pass
1066,66,Varun Chaudhary,MULLANA (SC),INC,0,6 Crore+,53 Lac+,HARYANA,Graduate Professional
1067,67,Riti Pathak,SIDHI,BJP,1,8 Crore+,1 Crore+,MADHYA PRADESH,Post Graduate
1068,68,Anil Kumar,SHIKARPUR,BJP,2,14 Crore+,75 Lac+,UTTAR PRADESH,12th Pass
1069,69,Suresh Gurjar,KHANPUR,INC,2,5 Crore+,44 Lac+,RAJASTHAN,Graduate
1070,70,Adv. K.M. Sachindev,BALUSSERI,CPI(M),7,2 Crore+,0,KERALA,Graduate Professional
1071,71,Indrashah Mandavi,MOHLA-MANPUR (ST),INC,0,4 Crore+,60 Thou+,CHHATTISGARH,Post Graduate
1072,72,Bhagchand Tankda,BANDIKUI,BJP,0,5 Crore+,1 Crore+,RAJASTHAN,Graduate
1073,73,Daulat Bhika Daroda,SHAHAPUR (ST),NCP,1,3 Crore+,10 Lac+,MAHARASHTRA,Graduate
1074,74,Jambey Tashi,LUMLA,BJP,0,40 Crore+,3 Crore+,ARUNACHAL PRADESH,Graduate
1075,75,Ningaraddi Hanamaraddi Konaraddi,NAVALGUND,INC,0,6 Crore+,21 Lac+,KARNATAKA,Graduate
1076,76,Moorthy P,MADURAI EAST,DMK,3,11 Crore+,3 Crore+,TAMIL NADU,12th Pass
1077,77,Mathiventhan M,RASIPURAM(SC),DMK,0,5 Crore+,2 Crore+,TAMIL NADU,Graduate Professional
1078,78,Sandhyarani Tudu,MANBAZAR (ST),AITC,0,21 Lac+,0,WEST BENGAL,10th Pass
1079,79,Suren Phukan,DIGBOI,BJP,0,0,55 Lac+,ASSAM,10th Pass
1080,80,Srikanta Sahu,POLASARA,BJD,1,82 Lac+,17 Lac+,ODISHA,10th Pass
1081,81,Kunvarjibhai Mohanbhai Bavaliya,JASDAN,BJP,0,2 Crore+,0,GUJARAT,Graduate Professional
1082,82,Devendra Patel,SILWANI,INC,0,6 Crore+,1 Crore+,MADHYA PRADESH,12th Pass
1083,83,Birendra Singh Rana,SIKANDRA RAO,BJP,0,11 Crore+,26 Lac+,UTTAR PRADESH,12th Pass
1084,84,Raju. K,MADURAI WEST,AIADMK,1,6 Crore+,1 Crore+,TAMIL NADU,Graduate
1085,85,Kailas Balasaheb Ghadge Patil,OSMANABAD,SHS,0,79 Lac+,21 Lac+,MAHARASHTRA,12th Pass
1086,86,Dhanorkar Pratibha Suresh,WARORA,INC,0,13 Crore+,2 Crore+,MAHARASHTRA,12th Pass
1087,87,Seenivasan A.R.R,VIRUDHUNAGAR,DMK,3,96 Lac+,2 Lac+,TAMIL NADU,12th Pass
1088,88,Bhuban Pegu,JONAI (ST),BJP,0,3 Crore+,73 Lac+,ASSAM,Post Graduate
1089,89,Venugopal Rao Maddisetty,DARSI,YSRCP,0,159 Crore+,17 Crore+,ANDHRA PRADESH,Post Graduate
1090,90,Dhani Ram Shandil,SOLAN (SC),INC,1,4 Crore+,49 Lac+,HIMACHAL PRADESH,Doctorate
1091,91,Antara Sarkar Deb,KAMALASAGAR,BJP,0,73 Thou+,0,TRIPURA,10th Pass
1092,92,Harmit Singh Pathanmajra,SANOUR,AAP,0,2 Crore+,4 Lac+,PUNJAB,12th Pass
1093,93,Rahul Subhashrao Kul,DAUND,BJP,7,4 Crore+,91 Lac+,MAHARASHTRA,Graduate Professional
1094,94,Pramila Tokas,R K PURAM,AAP,2,80 Crore+,11 Crore+,DELHI,12th Pass
1095,95,Pratima Bhoumik,DHANPUR,BJP,0,78 Lac+,0,TRIPURA,Graduate
